time,vehicle,speed,lane
27.0,veh4,20.83,0
27.0,veh19,6.93,0
27.0,veh10,6.94,1
27.0,veh17,11.11,0
27.0,veh6,8.32,0
27.0,veh12,6.93,0
27.0,veh11,9.72,0
27.0,veh2,13.61,1
27.0,veh7,11.1,1
27.0,veh15,13.87,1
28.0,veh20,6.93,0
28.0,veh3,6.92,0
28.0,veh1,6.93,0
28.0,veh16,16.65,1
28.0,veh9,6.93,0
28.0,veh5,11.11,0
28.0,veh14,11.09,0
28.0,veh10,6.93,1
28.0,veh18,13.88,1
28.0,veh13,15.25,0
28.0,veh8,16.64,0
28.0,veh4,20.05,0
28.0,veh19,6.93,0
28.0,veh17,10.83,0
28.0,veh6,8.31,0
28.0,veh12,6.92,0
28.0,veh11,9.71,0
28.0,veh2,12.83,1
28.0,veh7,11.09,1
28.0,veh15,13.88,1
29.0,veh20,6.93,0
29.0,veh3,6.93,0
29.0,veh1,6.94,0
29.0,veh16,16.66,1
29.0,veh9,6.92,0
29.0,veh5,11.11,0
29.0,veh14,11.09,0
29.0,veh10,6.93,1
29.0,veh18,13.88,1
29.0,veh13,15.26,0
29.0,veh8,16.66,0
29.0,veh4,16.74,0
29.0,veh19,6.93,0
29.0,veh17,9.97,0
29.0,veh6,8.33,0
29.0,veh12,6.92,0
29.0,veh11,9.71,0
29.0,veh2,12.3,1
29.0,veh7,11.1,1
29.0,veh15,13.89,1
30.0,veh20,6.93,0
30.0,veh3,6.94,0
30.0,veh1,6.92,0
30.0,veh9,6.94,0
30.0,veh5,11.1,0
30.0,veh14,11.1,0
30.0,veh10,6.93,1
30.0,veh18,13.89,1
30.0,veh13,15.25,0
30.0,veh8,16.65,0
30.0,veh16,16.65,1
30.0,veh19,6.94,0
30.0,veh4,17.67,1
30.0,veh6,8.33,0
30.0,veh12,6.93,0
30.0,veh11,9.71,0
30.0,veh15,13.89,0
30.0,veh17,9.44,1
30.0,veh2,11.92,1
30.0,veh7,11.11,1
31.0,veh20,6.92,0
31.0,veh3,6.94,0
31.0,veh1,6.94,0
31.0,veh9,6.94,0
31.0,veh5,11.11,0
31.0,veh14,11.11,0
31.0,veh10,6.93,1
31.0,veh18,13.88,1
31.0,veh13,15.25,0
31.0,veh16,16.65,1
31.0,veh19,6.93,0
31.0,veh4,20.58,1
31.0,veh8,16.64,0
31.0,veh6,8.32,0
31.0,veh12,6.93,0
31.0,veh11,9.71,0
31.0,veh15,13.87,0
31.0,veh17,11.11,1
31.0,veh2,11.64,1
31.0,veh7,11.1,1
32.0,veh20,6.94,0
32.0,veh3,6.93,0
32.0,veh1,6.93,0
32.0,veh9,6.93,0
32.0,veh5,11.09,0
32.0,veh14,11.1,0
32.0,veh10,6.93,1
32.0,veh18,13.87,1
32.0,veh13,15.27,0
32.0,veh16,16.66,1
32.0,veh19,6.93,0
32.0,veh4,20.81,1
32.0,veh8,16.65,0
32.0,veh6,8.32,0
32.0,veh12,6.92,0
32.0,veh11,9.72,0
32.0,veh15,13.87,0
32.0,veh17,11.1,1
32.0,veh2,11.48,1
32.0,veh7,11.09,1
33.0,veh20,6.94,0
33.0,veh3,6.93,0
33.0,veh1,6.92,0
33.0,veh18,13.88,1
33.0,veh9,6.94,0
33.0,veh5,11.1,0
33.0,veh14,11.11,0
33.0,veh10,6.93,1
33.0,veh13,15.25,0
33.0,veh16,16.65,1
33.0,veh15,13.89,0
33.0,veh19,6.94,0
33.0,veh4,20.82,1
33.0,veh8,16.66,0
33.0,veh6,8.32,0
33.0,veh12,6.94,0
33.0,veh11,9.7,0
33.0,veh17,11.1,1
33.0,veh2,11.34,1
33.0,veh7,11.09,1
34.0,veh20,6.94,0
34.0,veh3,6.92,0
34.0,veh1,6.92,0
34.0,veh14,11.11,0
34.0,veh18,13.89,0
34.0,veh9,6.93,0
34.0,veh5,11.09,0
34.0,veh10,6.92,1
34.0,veh13,15.27,0
34.0,veh16,16.65,1
34.0,veh15,13.87,0
34.0,veh19,6.93,0
34.0,veh4,20.82,1
34.0,veh8,16.64,0
34.0,veh6,8.32,0
34.0,veh12,6.93,0
34.0,veh11,9.7,0
34.0,veh17,11.1,1
34.0,veh2,11.28,1
34.0,veh7,11.1,1
35.0,veh20,6.92,0
35.0,veh3,6.94,0
35.0,veh1,6.93,0
35.0,veh14,11.1,0
35.0,veh18,13.87,0
35.0,veh9,6.93,0
35.0,veh5,11.1,0
35.0,veh10,6.94,1
35.0,veh13,15.25,0
35.0,veh16,16.65,1
35.0,veh15,13.88,0
35.0,veh19,6.93,0
35.0,veh4,20.82,1
35.0,veh8,16.66,0
35.0,veh6,8.33,0
35.0,veh12,6.92,0
35.0,veh11,9.71,0
35.0,veh17,11.11,1
35.0,veh2,11.22,1
35.0,veh7,11.1,1
36.0,veh20,6.93,0
36.0,veh3,6.93,0
36.0,veh1,6.93,0
36.0,veh14,11.09,0
36.0,veh18,13.88,0
36.0,veh9,6.93,0
36.0,veh5,11.1,0
36.0,veh10,6.92,1
36.0,veh16,16.65,1
36.0,veh11,9.71,0
36.0,veh15,13.89,0
36.0,veh19,6.92,0
36.0,veh4,20.83,1
36.0,veh13,15.25,0
36.0,veh8,14.71,0
36.0,veh6,8.32,0
36.0,veh12,6.94,0
36.0,veh17,11.1,1
36.0,veh2,11.18,1
36.0,veh7,11.1,1
37.0,veh20,6.93,0
37.0,veh3,6.94,0
37.0,veh14,11.1,0
37.0,veh18,13.88,0
37.0,veh9,6.94,0
37.0,veh5,11.09,0
37.0,veh10,6.94,1
37.0,veh1,6.93,0
37.0,veh16,16.66,1
37.0,veh11,9.7,0
37.0,veh15,13.88,0
37.0,veh19,6.93,0
37.0,veh4,20.81,1
37.0,veh13,15.25,0
37.0,veh8,12.8,0
37.0,veh6,8.32,0
37.0,veh12,6.94,0
37.0,veh17,11.11,1
37.0,veh2,11.15,1
37.0,veh7,11.11,1
38.0,veh20,6.93,0
38.0,veh3,6.92,0
38.0,veh14,11.11,0
38.0,veh18,13.88,0
38.0,veh9,6.92,0
38.0,veh5,11.1,0
38.0,veh10,6.93,1
38.0,veh1,6.92,0
38.0,veh11,9.72,0
38.0,veh15,13.88,0
38.0,veh19,6.93,0
38.0,veh4,20.82,1
38.0,veh13,15.27,0
38.0,veh6,8.32,0
38.0,veh12,6.94,0
38.0,veh7,11.1,0
38.0,veh16,16.66,1
38.0,veh8,13.97,1
38.0,veh17,11.11,1
38.0,veh2,13.1,1
39.0,veh20,6.92,0
39.0,veh3,6.93,0
39.0,veh14,11.1,0
39.0,veh18,13.89,0
39.0,veh9,6.92,0
39.0,veh5,11.09,0
39.0,veh10,6.93,1
39.0,veh1,6.93,0
39.0,veh11,9.72,0
39.0,veh15,13.88,0
39.0,veh19,6.94,0
39.0,veh4,20.82,1
39.0,veh13,15.26,0
39.0,veh6,8.33,0
39.0,veh12,6.94,0
39.0,veh7,11.1,0
39.0,veh16,16.65,1
39.0,veh8,13.36,1
39.0,veh17,11.1,1
39.0,veh2,16.09,1
40.0,veh20,6.93,0
40.0,veh14,11.11,0
40.0,veh18,13.88,0
40.0,veh9,6.92,0
40.0,veh5,11.09,0
40.0,veh10,6.92,1
40.0,veh3,6.93,0
40.0,veh1,6.93,0
40.0,veh11,9.72,0
40.0,veh15,13.88,0
40.0,veh19,6.92,0
40.0,veh4,20.82,1
40.0,veh13,15.26,0
40.0,veh6,8.33,0
40.0,veh12,6.94,0
40.0,veh7,11.1,0
40.0,veh16,16.65,1
40.0,veh8,12.65,1
40.0,veh17,11.1,1
40.0,veh2,19.07,1
41.0,veh20,6.92,0
41.0,veh5,11.09,0
41.0,veh14,11.1,0
41.0,veh18,13.88,0
41.0,veh9,6.93,0
41.0,veh10,6.94,1
41.0,veh3,6.93,0
41.0,veh1,6.93,0
41.0,veh11,9.71,0
41.0,veh15,13.87,0
41.0,veh19,6.94,0
41.0,veh4,20.82,1
41.0,veh13,15.26,0
41.0,veh6,8.31,0
41.0,veh12,6.92,0
41.0,veh7,11.1,0
41.0,veh16,16.66,1
41.0,veh8,12.17,1
41.0,veh17,11.1,1
41.0,veh2,20.82,1
42.0,veh15,13.88,0
42.0,veh20,6.94,0
42.0,veh5,11.1,0
42.0,veh14,11.1,0
42.0,veh9,6.92,0
42.0,veh10,6.92,1
42.0,veh3,6.92,0
42.0,veh1,6.93,0
42.0,veh11,9.71,0
42.0,veh2,20.83,1
42.0,veh18,13.88,0
42.0,veh19,6.94,0
42.0,veh4,20.83,1
42.0,veh13,15.27,0
42.0,veh6,8.32,0
42.0,veh12,6.92,0
42.0,veh7,11.09,0
42.0,veh16,16.64,1
42.0,veh8,11.83,1
42.0,veh17,11.1,1
43.0,veh15,13.89,0
43.0,veh20,6.94,0
43.0,veh5,11.1,0
43.0,veh14,11.1,0
43.0,veh9,6.92,0
43.0,veh10,6.93,1
43.0,veh3,6.92,0
43.0,veh1,6.92,0
43.0,veh7,11.1,0
43.0,veh11,9.71,0
43.0,veh2,20.82,1
43.0,veh18,13.87,0
43.0,veh19,6.93,0
43.0,veh4,20.82,1
43.0,veh13,15.26,0
43.0,veh6,8.32,0
43.0,veh12,6.92,0
43.0,veh16,16.65,1
43.0,veh8,11.59,1
43.0,veh17,11.09,1
44.0,veh15,13.87,0
44.0,veh20,6.93,0
44.0,veh5,11.1,0
44.0,veh14,11.09,0
44.0,veh9,6.94,0
44.0,veh10,6.93,1
44.0,veh3,6.93,0
44.0,veh1,6.94,0
44.0,veh7,11.11,0
44.0,veh11,9.71,0
44.0,veh2,20.83,1
44.0,veh18,13.88,0
44.0,veh19,6.93,0
44.0,veh4,20.82,1
44.0,veh13,15.26,0
44.0,veh6,8.33,0
44.0,veh12,6.92,0
44.0,veh16,16.65,1
44.0,veh8,11.42,1
44.0,veh17,11.1,1
45.0,veh15,13.87,0
45.0,veh20,6.93,0
45.0,veh5,11.11,0
45.0,veh14,11.11,0
45.0,veh9,6.92,0
45.0,veh4,20.82,1
45.0,veh10,6.93,1
45.0,veh3,6.94,0
45.0,veh1,6.93,0
45.0,veh7,11.09,0
45.0,veh11,9.71,0
45.0,veh2,20.83,1
45.0,veh18,13.88,0
45.0,veh19,6.94,0
45.0,veh13,15.26,0
45.0,veh6,8.32,0
45.0,veh12,6.92,0
45.0,veh16,16.66,1
45.0,veh8,11.33,1
45.0,veh17,11.1,1
46.0,veh15,13.89,0
46.0,veh20,6.93,0
46.0,veh5,11.11,0
46.0,veh9,6.92,0
46.0,veh4,20.81,1
46.0,veh10,6.93,1
46.0,veh3,6.93,0
46.0,veh1,6.93,0
46.0,veh7,11.11,0
46.0,veh11,9.71,0
46.0,veh2,20.82,1
46.0,veh14,11.09,0
46.0,veh18,13.88,0
46.0,veh19,6.93,0
46.0,veh13,15.26,0
46.0,veh6,8.32,0
46.0,veh12,6.93,0
46.0,veh16,16.65,1
46.0,veh8,11.25,1
46.0,veh17,11.09,1
47.0,veh15,13.89,0
47.0,veh20,6.94,0
47.0,veh5,11.1,0
47.0,veh9,6.93,0
47.0,veh4,20.82,1
47.0,veh10,6.93,1
47.0,veh3,6.94,0
47.0,veh1,6.92,0
47.0,veh12,6.94,0
47.0,veh7,11.09,0
47.0,veh11,9.71,0
47.0,veh2,20.83,1
47.0,veh14,11.09,0
47.0,veh18,13.89,0
47.0,veh19,6.93,0
47.0,veh13,15.25,0
47.0,veh6,8.32,0
47.0,veh16,16.65,1
47.0,veh8,11.19,1
47.0,veh17,11.09,1
48.0,veh15,13.89,0
48.0,veh20,6.92,0
48.0,veh2,20.82,1
48.0,veh5,11.09,0
48.0,veh9,6.93,0
48.0,veh4,20.83,1
48.0,veh10,6.93,1
48.0,veh3,6.93,0
48.0,veh1,6.92,0
48.0,veh12,6.92,0
48.0,veh7,11.1,0
48.0,veh11,9.71,0
48.0,veh17,11.1,1
48.0,veh14,11.09,0
48.0,veh18,13.87,0
48.0,veh19,6.94,0
48.0,veh13,15.26,0
48.0,veh6,8.32,0
48.0,veh16,16.64,1
48.0,veh8,11.17,1
49.0,veh11,9.72,0
49.0,veh15,13.89,0
49.0,veh20,6.93,0
49.0,veh2,20.82,1
49.0,veh5,11.1,0
49.0,veh9,6.92,0
49.0,veh4,20.35,1
49.0,veh10,6.93,1
49.0,veh3,6.93,0
49.0,veh1,6.92,0
49.0,veh12,6.94,0
49.0,veh7,11.11,0
49.0,veh17,11.11,1
49.0,veh14,11.11,0
49.0,veh18,13.88,0
49.0,veh19,6.93,0
49.0,veh13,14.44,0
49.0,veh6,8.32,0
49.0,veh16,16.66,1
49.0,veh8,11.14,1
50.0,veh11,9.72,0
50.0,veh15,13.89,0
50.0,veh20,6.92,0
50.0,veh2,20.82,1
50.0,veh5,11.09,0
50.0,veh9,6.93,0
50.0,veh4,16.98,1
50.0,veh10,6.93,1
50.0,veh3,6.92,0
50.0,veh1,6.93,0
50.0,veh12,6.93,0
50.0,veh7,11.09,0
50.0,veh8,11.13,1
50.0,veh17,11.1,1
50.0,veh14,11.1,0
50.0,veh18,13.88,0
50.0,veh19,6.94,0
50.0,veh13,12.6,0
50.0,veh6,8.32,0
50.0,veh16,16.65,1
51.0,veh11,9.71,0
51.0,veh15,13.87,0
51.0,veh20,6.94,0
51.0,veh2,20.82,1
51.0,veh5,11.11,0
51.0,veh9,6.93,0
51.0,veh4,14.17,1
51.0,veh10,6.92,1
51.0,veh3,6.93,0
51.0,veh1,6.93,0
51.0,veh12,6.92,0
51.0,veh7,11.1,0
51.0,veh8,11.11,1
51.0,veh17,11.11,1
51.0,veh14,11.1,0
51.0,veh18,13.87,0
51.0,veh19,6.94,0
51.0,veh13,11.22,0
51.0,veh6,8.33,0
51.0,veh16,16.65,1
52.0,veh11,9.71,0
52.0,veh15,13.89,0
52.0,veh20,6.92,0
52.0,veh2,20.82,1
52.0,veh5,11.11,0
52.0,veh9,6.93,0
52.0,veh4,11.96,1
52.0,veh10,6.92,1
52.0,veh3,6.94,0
52.0,veh1,6.93,0
52.0,veh6,8.32,0
52.0,veh12,6.93,0
52.0,veh7,11.09,0
52.0,veh8,11.12,1
52.0,veh17,11.09,1
52.0,veh14,11.11,0
52.0,veh18,13.88,0
52.0,veh19,6.94,0
52.0,veh13,10.23,0
52.0,veh16,16.66,1
53.0,veh11,9.7,0
53.0,veh15,13.88,0
53.0,veh2,20.81,1
53.0,veh9,6.93,0
53.0,veh4,10.28,1
53.0,veh10,6.92,1
53.0,veh20,6.93,0
53.0,veh3,6.92,0
53.0,veh1,6.92,0
53.0,veh6,8.32,0
53.0,veh12,6.93,0
53.0,veh7,11.11,0
53.0,veh16,16.52,1
53.0,veh8,11.12,1
53.0,veh17,11.09,1
53.0,veh5,11.1,0
53.0,veh14,11.1,0
53.0,veh18,13.87,0
53.0,veh19,6.94,0
53.0,veh13,12.07,1
54.0,veh11,9.7,0
54.0,veh15,13.88,0
54.0,veh2,20.83,1
54.0,veh9,6.94,0
54.0,veh4,9.09,1
54.0,veh10,6.93,1
54.0,veh20,6.92,0
54.0,veh3,6.93,0
54.0,veh1,6.94,0
54.0,veh6,8.31,0
54.0,veh12,6.93,0
54.0,veh17,11.1,0
54.0,veh7,11.1,0
54.0,veh13,14.62,1
54.0,veh16,16.65,1
54.0,veh8,14.04,1
54.0,veh5,11.1,0
54.0,veh14,11.1,0
54.0,veh18,13.88,0
54.0,veh19,6.93,0
55.0,veh7,11.11,0
55.0,veh11,9.72,0
55.0,veh15,13.87,0
55.0,veh2,20.83,1
55.0,veh9,6.93,0
55.0,veh4,8.28,1
55.0,veh10,6.93,1
55.0,veh20,6.92,0
55.0,veh3,6.92,0
55.0,veh1,6.93,0
55.0,veh6,8.33,0
55.0,veh12,6.93,0
55.0,veh17,11.1,0
55.0,veh13,15.2,1
55.0,veh16,16.65,1
55.0,veh8,16.66,1
55.0,veh5,11.11,0
55.0,veh14,11.09,0
55.0,veh18,13.88,0
55.0,veh19,6.94,0
56.0,veh7,11.1,0
56.0,veh11,9.71,0
56.0,veh15,13.89,0
56.0,veh2,20.82,1
56.0,veh9,6.93,0
56.0,veh4,7.77,1
56.0,veh10,6.93,1
56.0,veh20,6.93,0
56.0,veh3,6.94,0
56.0,veh6,8.33,0
56.0,veh12,6.93,0
56.0,veh17,11.09,0
56.0,veh13,15.25,1
56.0,veh16,16.64,1
56.0,veh8,16.66,1
56.0,veh5,11.09,0
56.0,veh14,11.1,0
56.0,veh18,13.87,0
56.0,veh19,6.93,0
56.0,veh1,6.94,0
57.0,veh7,11.1,0
57.0,veh11,9.71,0
57.0,veh15,13.89,0
57.0,veh2,20.82,1
57.0,veh4,9.0,0
57.0,veh9,6.93,0
57.0,veh10,6.93,1
57.0,veh20,6.92,0
57.0,veh3,6.93,0
57.0,veh6,8.31,0
57.0,veh12,6.93,0
57.0,veh17,11.09,0
57.0,veh13,15.26,1
57.0,veh16,16.64,1
57.0,veh8,16.65,1
57.0,veh5,11.09,0
57.0,veh14,11.1,0
57.0,veh18,13.88,0
57.0,veh19,6.94,0
57.0,veh1,6.94,0
58.0,veh7,11.11,0
58.0,veh11,9.7,0
58.0,veh15,13.88,0
58.0,veh2,20.82,1
58.0,veh4,11.44,0
58.0,veh9,6.93,0
58.0,veh10,6.94,1
58.0,veh20,6.93,0
58.0,veh6,8.31,0
58.0,veh12,6.93,0
58.0,veh17,11.1,0
58.0,veh13,15.27,1
58.0,veh16,16.66,1
58.0,veh8,16.66,1
58.0,veh5,11.1,0
58.0,veh14,11.1,0
