tx_id,rx_id,distance,rssi,snr
9,1,244.488,-91.9569,29.2616
9,2,8.40157,-79.5558,41.6627
9,3,260.514,-102.779,18.4394
9,4,83.9948,-83.1817,38.0368
9,5,101.337,-111.94,11.6526
9,6,22.1503,-74.2357,46.9828
9,8,266.575,-118.04,19.1912
9,10,87.3725,-84.9012,36.3173
9,11,100.17,-89.5492,31.6693
9,12,15.8375,-72.4228,48.7957
12,1,229.405,-93.895,27.3235
12,2,22.2508,-72.7067,48.5118
12,3,244.725,-100.727,20.4914
12,4,80.9095,-93.37,30.4813
12,5,94.8402,-85.9258,35.2927
12,6,6.49815,-60.6898,60.5287
12,7,235.926,-92.2675,28.951
12,8,250.777,-99.8027,21.4158
12,9,15.8308,-72.4228,48.7957
12,10,83.3751,-99.7338,20.2651
12,11,94.6234,-95.5398,27.6362
9,7,251.008,nan,4.3239
8,1,94.8586,-83.7052,37.5133
8,2,271.769,-100.155,21.0638
8,3,6.50957,-64.8411,56.3774
8,4,250.256,-100.272,21.8267
8,5,229.412,-96.2634,24.9551
8,6,244.621,-96.756,25.5136
8,7,94.6326,-84.2659,36.9526
8,9,266.576,-104.566,17.9667
8,10,245.372,-105.992,27.9017
8,11,235.846,-107.631,13.0168
8,12,250.769,-99.8025,21.416
2,1,251.619,-92.8288,28.3897
2,3,265.539,-105.366,15.2104
2,4,79.5217,-82.7275,38.491
2,5,98.654,-85.4634,35.7551
2,6,29.2324,-75.2389,45.9796
2,7,258.381,-117.451,9.93708
2,8,271.877,-100.158,21.0602
2,9,8.66582,-79.8078,41.4106
2,10,83.428,-91.5082,29.7103
2,11,96.9065,-85.9191,35.2994
2,12,22.502,-72.8009,48.4175
1,2,251.667,-92.8285,28.39
1,3,94.6249,-88.2074,33.0111
1,4,259.174,-110.786,12.1538
1,5,245.212,-107.214,14.0041
1,6,222.325,-105.794,22.978
1,7,6.76725,-63.9696,57.2489
1,8,94.8635,-83.7068,37.5117
1,9,244.237,-91.9461,29.2724
1,10,255.677,-103.734,17.4845
1,11,251.276,-109.418,11.8005
1,12,229.11,-93.8818,27.3367
5,1,245.225,-107.214,14.0041
5,2,98.6474,-85.4635,35.755
5,3,222.471,-102.5,22.2858
5,4,26.1388,-84.4349,36.7836
5,6,94.633,-86.8778,34.3407
5,7,251.428,-105.995,15.2238
5,8,229.207,-96.2531,24.9654
5,9,101.394,-103.979,19.6281
5,10,20.1503,-81.0516,40.1669
5,11,6.60487,-62.108,59.1105
5,12,94.8646,-85.9276,35.2909
3,1,94.6324,-88.2074,33.0111
3,2,265.58,-107.245,13.4465
3,4,243.724,-104.841,16.9386
3,5,222.463,-103.386,9.27438
3,6,238.114,-114.084,7.13479
3,7,94.8709,-89.7393,31.4792
3,8,6.68023,-65.1482,56.0703
3,9,260.29,-102.77,18.4488
3,11,229.132,-103.689,23.1668
3,12,244.463,-100.716,20.5027
4,7,265.521,-107.698,13.8238
4,10,5.94264,-77.4587,15.2549
4,11,21.0547,-74.9001,11.0159
6,2,29.2806,-75.275,30.5137
6,4,82.3002,-82.4351,24.5415
6,5,94.6221,-86.8778,16.338
6,9,22.4111,-74.3651,28.3436
6,10,84.4144,-83.646,35.6386
6,11,94.8588,-84.1733,16.8004
6,12,6.72006,-61.0794,40.2524
4,1,259.096,-110.981,11.7489
4,2,79.5041,-82.7207,38.4978
4,3,243.624,-120.001,20.4571
4,5,26.143,-84.4349,36.7836
4,6,82.345,-82.4351,38.7833
4,8,250.364,-98.7238,22.6165
4,9,83.8823,-83.1659,38.0526
4,12,80.8447,-92.7796,30.8685
3,10,238.687,-113.229,18.3373
6,3,238.059,-114.079,7.1392
6,7,229.151,-93.3893,27.8292
6,8,244.417,-95.4556,15.2945
9,1,243.286,-91.914,29.3045
9,2,9.62347,-80.7361,40.4824
9,3,259.383,-102.741,18.4773
9,4,83.3517,-83.115,38.1035
9,5,101.571,-104.647,18.846
9,6,23.572,-74.7753,46.4432
9,10,87.2199,-84.886,36.3324
9,11,100.127,-89.5455,31.673
9,12,16.0879,-72.5578,48.6607
12,1,227.918,-93.8385,27.38
12,2,23.5759,-73.2092,48.0093
12,3,243.359,-100.678,20.5401
12,4,80.5441,-105.902,21.9552
12,5,94.9233,-85.9336,35.2848
12,6,7.67867,-62.1404,59.0781
12,7,235.62,-92.2562,28.9623
12,8,250.495,-99.793,21.4255
12,9,16.0789,-72.5578,48.6607
12,10,83.3343,-104.73,21.963
12,11,94.6209,-95.0737,22.7218
8,1,94.9459,-83.7134,37.505
8,2,272.493,-100.178,21.0408
8,3,7.67521,-66.2635,54.955
8,4,250.947,-99.2456,15.2112
8,5,227.948,-96.2075,25.011
8,6,243.23,-100.09,27.3846
8,7,94.6301,-84.2659,36.9526
8,9,266.535,-103.499,7.91581
8,10,245.332,-98.8576,25.8095
8,11,235.548,-111.377,15.533
8,12,250.481,-99.7922,21.4263
2,1,251.473,-92.8238,28.3947
2,3,265.147,-106.932,12.6737
2,4,78.2414,-82.5866,38.6319
2,5,98.6944,-85.4675,35.751
2,6,31.7799,-75.9652,45.2533
2,8,272.584,-100.181,21.0376
2,9,9.88115,-80.9504,40.2681
2,10,82.7542,-91.438,29.7805
2,11,96.4823,-85.8812,35.3372
2,12,23.8816,-73.3184,47.9001
1,2,251.529,-92.8236,28.3949
1,3,94.6251,-88.2074,33.0111
1,5,242.776,-107.127,14.091
